order,name,label,parent,codesystem,code,ontologyTermURI,definition
284,Skin and subcutaneous tissue,,Physical measures and assessments,,Skin_subcutaneous,,Information about skin and subcutaneous tissue (e.g. skinfold caliper).
6,Cohort id,,Identifiers,,,,Unique identifier number for the cohort
21,Socio-demographic and economic characteristics,,,,Sociodemographic_economic_characteristics,,Information about socio-demographic and economic characteristics.
46,Paternal occupational status,,Labour force and retirement,,,,"Paternal occupational status, primary father (>1 year and <2 years),Paternal occupational status, primary father (>11 years and <12 years),Paternal occupational status, primary father (>12 years and <13 years),Paternal occupational status, primary father (>13 years and <14 years),Paternal occupational status, primary father (>14 years and <15 years),Paternal occupational status, primary father (>10 year and <11 years),Paternal occupational status, primary father (>15 years and <16 years),Paternal occupational status, primary father (>16 years and <17 years),Paternal occupational status, primary father (>17 years and <18 years),Paternal occupational status, primary father (>-1 year and <1 year),Paternal occupational status, primary father (>2 years and <3 years),Paternal occupational status, primary father (>3 years and <4 years),Paternal occupational status, primary father (>4 years and <5 years),Paternal occupational status, primary father (>5 years and <6 years),Paternal occupational status, primary father (>6 years and <7 years),Paternal occupational status, primary father (>7 years and <8 years),Paternal occupational status, primary father (>8 years and <9 years),Paternal occupational status, primary father (>9 years and <10 years),Father type, occup_f1_0,Father type, occup_f1_1,Father type, occup_f1_10,Father type, occup_f1_11,Father type, occup_f1_12,Father type, occup_f1_14,Father type, occup_f1_13,Father type, occup_f1_15,Father type, occup_f1_16,Father type, occup_f1_17,Father type, occup_f1_2,Father type, occup_f1_3,Father type, occup_f1_4,Father type, occup_f1_5,Father type, occup_f1_7,Father type, occup_f1_8,Father type, occup_f1_6,Father type, occup_f1_9,Paternal occupational status, secondary father (>-1 year and <1 year),Paternal occupational status, secondary father (>1 year and <2 years),Paternal occupational status, secondary father (>11 years and <12 years),Paternal occupational status, secondary father (>12 years and <13 years),Paternal occupational status, secondary father (>10 year and <11 years),Paternal occupational status, secondary father (>13 years and <14 years),Paternal occupational status, secondary father (>14 years and <15 years),Paternal occupational status, secondary father (>15 years and <16 years),Paternal occupational status, secondary father (>16 years and <17 years),Paternal occupational status, secondary father (>2 years and <3 years),Paternal occupational status, secondary father (>3 years and <4 years),Paternal occupational status, secondary father (>5 years and <6 years),Paternal occupational status, secondary father (>17 years and <18 years),Paternal occupational status, secondary father (>7 years and <8 years),Paternal occupational status, secondary father (>4 years and <5 years),Paternal occupational status, secondary father (>6 years and <7 years),Paternal occupational status, secondary father (>8 years and <9 years),Paternal occupational status, secondary father (>9 years and <10 years),Father type, occup_f2_0,Father type, occup_f2_1,Father type, occup_f2_10,Father type, occup_f2_11,Father type, occup_f2_12,Father type, occup_f2_13,Father type, occup_f2_14,Father type, occup_f2_15,Father type, occup_f2_16,Father type, occup_f2_17,Father type, occup_f2_2,Father type, occup_f2_3,Father type, occup_f2_4,Father type, occup_f2_5,Father type, occup_f2_6,Father type, occup_f2_7,Father type, occup_f2_8,Father type, occup_f2_9"
80,DASH diet index (M),,Nutrition,,,,Fung's DASH diet index in pregnancy
287,Reproduction,,Physical measures and assessments,,Reproduction,,Information about reproductive functions (e.g. number of eggs by ultrasound).
288,Other physical measures and assessments,,Physical measures and assessments,,Other_phys_measures,,"Information about other physical measures (e.g. Apgar, Actiwatch measurements (activity, sleep, wake and light exposure))."
289,Laboratory measures,,,,Laboratory_measures,,"Information about laboratory analyses for which a biological specimen was taken.
See Dom. 18 ""Administrative information"" for measure-related information (e.g. date of sample collection)."
78,Nutrients (F),,Nutrition,,,,"Total Daily Kcal intake during pregnancy,Total Fat intake during pregnancy,Percentage of Total Fat intake during pregnancy,Saturated Fats intake during pregnancy,Polyunsaturated fats intake during pregnancy,Trans Fats intake during pregnancy,Total Protein intake during pregnancy,Percentage of Total Protein intake during pregnancy,Total carbohydrate intake during pregnancy,Percentage of Total carbohydrate intake during pregnancy,Sodium intake during pregnancy"
39,"Ethnicity, race and religion",,Socio-demographic and economic characteristics,,Ethnic_race_religion,,"Information about ethnicity (e.g. Italian, Chinese, Japanese), race (e.g. Caucasian, Black, Asian) and religion (e.g. Christian, Muslim, Buddhist)."
40,Maternal ethnicity,,"Ethnicity, race and religion",,,,"(Ethnic) background of mother based on country of origin (of parents),Ethnic background of mother based on colour,Best estimate of mother's ethnic background"
22,Age/birthdate,,Socio-demographic and economic characteristics,,Age,,Information about current age (e.g. age of participant) or birthdate.
23,Sex/gender,,Socio-demographic and economic characteristics,,Sex,,Information about sex (e.g. biological characteristics) or gender identity.
24,Twin,,Socio-demographic and economic characteristics,,Twin,,Information about the fact of being a twin or born from a multiple birth (e.g. zygosity > identical or not).
41,Paternal ethnicity,,"Ethnicity, race and religion",,,,"Father's (ethnic) background based on country of origin (of father's parents),Father's ethnic background based on colour,Best estimate of father's ethnic background,Type of father, paternal ethnicity"
42,Language,,Socio-demographic and economic characteristics,,Language,,"Information about linguistic background and knowledge (e.g. French, English mother tongue, knowledge of Spanish)."
290,Hematology,,Laboratory measures,,Hematology,,"Information about blood characteristics (e.g. complete blood count, platelets, hematocrit)."
293,Virology,,Laboratory measures,,Virology,,"Information about viral infections, either observed directly by viral antigen detection (e.g. RSV, HSV) or through an antibody (e.g. HIV, Anti-HBc)."
294,Immunology,,Laboratory measures,,Immunology,,"Information about antibodies (e.g. IgE, IgA)."
7,Urban area id,,Identifiers,,,,unique identifier for the urban area
43,Labour force and retirement,,Socio-demographic and economic characteristics,,Labour_retirement,,"Information about past and current labour force participation and retirement (e.g. employment status, sector of employment, participation in the military, years worked, start of retirement).
Also see Dom. 15 ""Preschool, school and professional life"", under 'Professional life' for information about job environment."
81,Breastfeeding,,"Pregnancy, delivery and birth",,Breastfeeding,,Information about the mother nursing an infant at the breast or the child being breastfed (e.g. duration and frequency of breastfeeding).
296,Histology,,Laboratory measures,,Histology,,"Information about microscopic anatomy of cells and tissues (e.g. Papanicolaou test, biopsy analysis)."
320,Preschool multibehavioral profiles,,"Preschool, school and work life",,,,
321,Preschool life,,"Preschool, school and work life",,Preschool,,"Information about the care and daycare environment (e.g. frequency of daycare attendance, person taking care of the child during the day, satisfaction with the care received).
Also see Dom. 16 ""Social environment and relationships"", under 'Parenting and familial environment' for information about parenting style and behaviours."
82,Physical activity,,Lifestyle and behaviours,,Phys_act,,"Information about the type, frequency and intensity of physical activity such as exercises and sports (e.g. jogging, playing hockey), daily activities (e.g. household chores, walking the dog) or sedentarity (e.g. lounging on the couch)."
83,Transportation,,Lifestyle and behaviours,,Transportation,,"Information about means of transportation used and associated behaviours (e.g. wearing a seat belt, driving to work)."
322,Childcare,,Preschool life,,,,"Child cared for by care givers other than parents (age >0 and <1 year),Child cared for by care givers other than parents (age >1 and <2 years),Child cared for by care givers other than parents (age >2 and <3 years),Child cared for by care givers other than parents (age >3 and <4 years),Age child started in child care,Child cared for by relatives/friends/nanny/babysitter/au pair (age >0 and <1 year),Child cared for by relatives/friends/nanny/babysitter/au pair (age >1 and <2 years),Child cared for by relatives/friends/nanny/babysitter/au pair (age >2 and < 3 years),Child cared for by relatives/friends/nanny/babysitter/au pair (age >3 and <4 years),Child attending a day care centre (age >0 and <1 year),Child cared for by a child care professional (age >0 and <1 year),Child cared for by a child care professional (age >1 and <2 years),Child cared for by a child care professional (age >2 and <3 years),Child cared for by a child care professional (age >3 and <4 years),Child attending a day care centre (age >1 and <2 years),Child attending a day care centre (age >2 and <3 years),Child attending a day care centre (age >3 and <4 years)"
214,Fruit,,Food_Skin prick test,,,,"Food allergic sensitization to kiwi fruit, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year),Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >1 and <2 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >2 and <3 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >3 and <4 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >4 and <5 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >5 and <6 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >6 and <7 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >7 and <8 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >8 and <9 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >9 and <10 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >10 and <11 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >11 and <12 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >12 and <13 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >13 and <14 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >14 and <15 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >15 and <16 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >16 and <17 years,Food allergic sensitization to kiwi fruit, measured by skin prick test when the child was aged between >17 and <18 years,Food allergic sensitization to peach fruit, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year),Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >1 and <2 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >2 and <3 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >3 and <4 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >4 and <5 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >5 and <6 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >6 and <7 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >7 and <8 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >8 and <9 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >9 and <10 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >10 and <11 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >11 and <12 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >12 and <13 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >13 and <14 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >14 and <15 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >15 and <16 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >16 and <17 years,Food allergic sensitization to peach fruit, measured by skin prick test when the child was aged between >17 and <18 years"
8,Date and time-related information,,Administrative information,,Date_time_related_info,,Information about date and time of questionnaire completion and physical and cognitive measure or biosample collection.
25,Marital/partner status,,Socio-demographic and economic characteristics,,Marital_status,,"Information about past and current relationship status (e.g. married, divorced, single, living with a partner)."
85,Sleep,,Lifestyle and behaviours,,Sleep,,"Information about the type, frequency and intensity of sleep behaviours (e.g. hours of sleep, quality of sleep)."
273,Maternal death,,Vital status,,,,"Age of the child at the time of mother's death,Maternal death"
9,Questionnaire and interview-related information,,Administrative information,,Questionnaire_interview_related_info,,"Information about the questionnaire and/or the interview (e.g. language, version, section of the questionnaire, number of individuals present at interview, questionnaire administration method)."
26,Family and household structure,,Socio-demographic and economic characteristics,,Family_hh_struct,,"Information about past and current family and household structure (e.g. number of individuals living with the participant, number of siblings).
Also see Dom. 16 ""Social environment and relationships"", under 'Social network'."
128,Other reproductive health-related information,,"Birth, pregnancy and reproductive health history",,Other_reproductive,,Information about other reproductive health issues.
89,Misbehaviour and criminality,,Lifestyle and behaviours,,Misbehav_crim,,"Information about the type, frequency and consequences of misbehaviour and related legal problems (e.g. number of speeding tickets, shoplifting)."
90,Other and unspecified lifestyle information,,Lifestyle and behaviours,,Other_lifestyle,,Information about other (e.g. use of tanning bed) or unspecified lifestyle and behaviours that falls into several categories (e.g. use of tobacco and alcohol).
111,Birth outcomes,,"Pregnancy, delivery and birth",,,,
27,Family split up,,Family and household structure,,,,"Parent split up (age >0 to <1 year),Parent split up (age >1 to <2 years),Parent split up (age >10 to <11 years),Parent split up (age >11 to <12 years),Parent split up (age >12 to <13 years),Parent split up (age >13 to <14 years),Parent split up (age >14 to <15 years),Parent split up (age >15 to <16 years),Parent split up (age >16 to <17 years),Parent split up (age >17 to <18 years),Parent split up (age >2 to <3 years),Parent split up (age >3 to <4 years),Parent split up (age >4 to <5 years),Parent split up (age >5 to <6 years),Parent split up (age >6 to <7years),Parent split up (age >7 to <8 years),Parent split up (age >8 to <9 years),Parent split up (age >9 to <10 years)"
209,Food_Skin prick test,,Food,,,,
219,Wheat,,Food_Skin prick test,,,,"Food allergic sensitization to wheat, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year),Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >1 and <2 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >2 and <3 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >3 and <4 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >4 and <5 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >5 and <6 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >6 and <7 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >7 and <8 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >8 and <9 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >9 and <10 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >10 and <11 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >11 and <12 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >12 and <13 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >13 and <14 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >14 and <15 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >15 and <16 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >16 and <17 years,Food allergic sensitization to wheat, measured by skin prick test when the child was aged between >17 and <18 years"
91,"Birth, pregnancy and reproductive health history",,,,Reproductive_history,,Information about birth and current or past reproductive health history of mothers and fathers.
325,"Other preschool, school or work life-related information",,"Preschool, school and work life",,Other_school_work,,"Information about other preschool, school or work life-related information."
201,Allergy,,,,,,
10,Physical and cognitive measure and biosample-related information,,Anthropometry,,Physical_measure_biosamp_related_info,,"Information about the physical and cognitive measure and biosample collection (e.g. contextual information about the participant during assessment, biobanking information (number of samples collected, circumstances of specimen analysis), SOP-related information)."
92,"Puberty, menstruation, menopause and andropause",,"Birth, pregnancy and reproductive health history",,Menstr_menop_andropause,,"Information about puberty, menstruation, menopause, andropause and related events (e.g. age at first menstruation, age menses stopped)."
207,Food_IgE,,Food,,,,
93,Contraception,,"Birth, pregnancy and reproductive health history",,Contraception,,"Information about contraception and family planning (e.g. methods of contraception used, child spacing)."
3,Child id,,Identifiers,,,,Unique identifier number for the index child
235,Anaphylaxis,,Allergy,,,,Ever diagnosis of anaphylactic shock
236,Symptoms and signs,,,,Symptoms_signs,,Information about past and current symptoms and signs as categorized in ICD-10.
,Cat (Skin prick test),,Skin prick test (Inhalant),,,,
297,Genomics,,Laboratory measures,,Genomics,,"Information about genes (e.g. anti-dsDNA, anti-nuclear antibody test) including genetics, epigenetics and proteomics."
94,"Pregnancy, delivery and birth",,"Birth, pregnancy and reproductive health history",,Pregnancy_delivery,,"Information about pregnancy, gravidity, labour, delivery and postpartum including information about any outcomes (e.g. gestational age, expecting/giving birth to twins, parity).
Also see Dom. 5 ""Diseases (ICD-10)"", under 'Certain conditions originating in the perinatal period (P00-P96)' for information about birth outcomes."
95,Maternal age at birth,,"Pregnancy, delivery and birth",,,,"Mother's age at delivery in days,Mother's age at delivery in complete years."
96,Paternal age at birth,,"Pregnancy, delivery and birth",,,,"Father's age at birth in days,Type of father, father's age at birth,Father's age at birth in complete years"
327,Social network,,Social environment and relationships,,Soc_network,,"Information about the composition of personal relationships (e.g. number of friends, number of years since friends were made).
Also see Dom. 1 ""Socio-demographic and economic characteristics"", under 'Family and household structure'."
328,Social participation,,Social environment and relationships,,Soc_participation,,"Information about social involvement and interaction with others (e.g. volunteering, making donations, participating in recreational and religious activities)."
330,Parenting and familial environment,,Social environment and relationships,,Parenting,,"Information about parenting style and behaviours, the parent-child attachment and the home atmosphere (e.g. reading to your child, rules and discipline).
Also see Dom. 15 ""Preschool, school and professional life"", under 'Preschool life' for information about child care and daycare environment."
101,Lifestyle Characteristics,,"Pregnancy, delivery and birth",,,,
98,Fever during pregnancy,,"Pregnancy, delivery and birth",,,,Fever in pregnancy
99,Preeclampsia/gestational hypertension,,"Pregnancy, delivery and birth",,,,"Preeclampsia/HELLP syndrome,Gestational hypertension"
63,Food groups (Preschool),,Preschool age,,,,"Vegetables without potatoes in preschool age (2-4 years),Fruits in  preschool age (2-4 years),Milk and milk products in  preschool age (2-4 years),Fish and fish products in  preschool age (2-4 years),Meat and meat products in  preschool age (2-4 years),Legumes, nuts and their products in  preschool age (2-4 years),Sugar, sugar products, chocolate products and confectionery in  preschool age (2-4 years),Egg and egg products in preschool age (2-4 years),Grains and grain products in  preschool age (2-4 years),Low fat dairy in preschool age (2-4 years),Fatty Fish in preschool age (2-4 years),Non Fatty Fish in preschool age (2-4 years),Red meat  during in preschool age (2-4 years),Processed meat in preschool age (2-4 years),Whole grain cereals in preschool age (2-4 years),Sugar-sweetened beverages in preschool age (2-4 years),Potatoes in preschool age (2-4 years),Savory biscuits and crisps in preschool age (2-4 years)"
4,Mother id,,Identifiers,,,,Unique identifier number for the mother
329,Social support,,Social environment and relationships,,Soc_support,,"Information about actual or perceived social support. Support can be emotional (e.g. having friends, family members to talk to or to ask for help), or instrumental (e.g. access to information, financial and practical help). The support can be given or received and is based on a personal relationship."
,Global Assessment of Functioning (GAF),,Other psychological measures and assessments,,,,
317,Preschool outdoor play,,"Preschool, school and work life",,,,
44,Maternal occupational status,,Labour force and retirement,,,,"Maternal occupational status (>-1 year and <1 year),Maternal occupational status (>1 year and <2 years),Maternal occupational status (>2 years and <3 years),Maternal occupational status (>3 years and <4 years),Maternal occupational status (>4 years and <5 years),Maternal occupational status (>5 years and <6 years),Maternal occupational status (>6 years and <7 years),Maternal occupational status (>7 years and <8 years),Maternal occupational status (>8 years and <9 years),Maternal occupational status (>9 years and <10 years),Maternal occupational status (>10 year and <11 years),Maternal occupational status (>11 years and <12 years),Maternal occupational status (>12 years and <13 years),Maternal occupational status (>13 years and <14 years),Maternal occupational status (>14 years and <15 years),Maternal occupational status (>15 years and <16 years),Maternal occupational status (>16 years and <17 years),Maternal occupational status (>17 years and <18 years)"
100,"Respiratory, allergy and skin characteristics",,"Pregnancy, delivery and birth",,,,"Maternal history of asthma before pregnancy,Maternal history of eczema before pregnancy (of index child),Maternal history of inhalant allergy before pregnancy (of index child),Maternal history of food allergy before pregnancy (of index child),Maternal history of any allergy before pregnancy (of index child)"
129,"Perception of health, quality of life, development and functional limitations",,,,Health_status_functional_limitations,,"Information about perception of general health, quality of life, child development and decline of functional capacities."
319,Preschool sleep,,"Preschool, school and work life",,,,
11,Maternal weight,,Physical and cognitive measure and biosample-related information,,,,"Pre-pregnancy weight,Pre-pregnancy weight measurement,GA of mother when pre-pregnancy weight measured,Late pregnancy weight,Late pregnancy weight gestational age,Late pregnancy weight measurement,Gestational weight gain,Gestational weight gain measurement"
47,Paternal occupational code,,Labour force and retirement,,,,"Primary father's occupational code (>-1 year and <1 year),Primary father's occupational code (>1 year and <2 years),Primary father's occupational code (>10 and <11 years),Primary father's occupational code (>11 and <12 years),Primary father's occupational code (>12 and <13 years),Primary father's occupational code (>13 and <14 years),Primary father's occupational code (>14 and <15 years),Primary father's occupational code (>15 and <16 years),Primary father's occupational code (>16 and <17 years),Primary father's occupational code (>17 and <18 years),Primary father's occupational code (>2 and <3 years),Primary father's occupational code (>3 and <4 years),Primary father's occupational code (>4 and <5 years),Primary father's occupational code (>5 and <6 years),Primary father's occupational code (>6 and <7 years),Primary father's occupational code (>7 and <8 years),Primary father's occupational code (>8 and <9 years),Primary father's occupational code (>9 and <10 years),Father type, occupcode_f1_0,Father type, occupcode_f1_1,Father type, occupcode_f1_10,Father type, occupcode_f1_11,Father type, occupcode_f1_12,Father type, occupcode_f1_13,Father type, occupcode_f1_14,Father type, occupcode_f1_15,Father type, occupcode_f1_16,Father type, occupcode_f1_17,Father type, occupcode_f1_2,Father type, occupcode_f1_3,Father type, occupcode_f1_4,Father type, occupcode_f1_5,Father type, occupcode_f1_7,Father type, occupcode_f1_8,Father type, occupcode_f1_6,Father type, occupcode_f1_9,Secondary father's occupational code (>-1 year and <1 year),Secondary father's occupational code (>1 year and <2 years),Secondary father's occupational code (>10 and <11 years),Secondary father's occupational code (>11 and <12 years),Secondary father's occupational code (>12 and <13 years),Secondary father's occupational code (>13 and <14 years),Secondary father's occupational code (>15 and <16 years),Secondary father's occupational code (>16 and <17 years),Secondary father's occupational code (>14 and <15 years),Secondary father's occupational code (>17 and <18 years),Secondary father's occupational code (>2 and <3 years),Secondary father's occupational code (>3 and <4 years),Secondary father's occupational code (>4 and <5 years),Secondary father's occupational code (>5 and <6 years),Secondary father's occupational code (>6 and <7 years),Secondary father's occupational code (>7 and <8 years),Secondary father's occupational code (>8 and <9 years),Secondary father's occupational code (>9 and <10 years),Father type, occupcode_f2_0,Father type, occupcode_f2_1,Father type, occupcode_f2_10,Father type, occupcode_f2_11,Father type, occupcode_f2_12,Father type, occupcode_f2_13,Father type, occupcode_f2_14,Father type, occupcode_f2_15,Father type, occupcode_f2_16,Father type, occupcode_f2_17,Father type, occupcode_f2_2,Father type, occupcode_f2_3,Father type, occupcode_f2_4,Father type, occupcode_f2_5,Father type, occupcode_f2_6,Father type, occupcode_f2_7,Father type, occupcode_f2_8,Father type, occupcode_f2_9"
5,Pregnancy number,,Identifiers,,,,Pregnancy number
12,Maternal height,,Physical and cognitive measure and biosample-related information,,,,"Maternal height,Height measurement, mother"
13,Paternal height,,Physical and cognitive measure and biosample-related information,,,,"Paternal height, primary father,Type of father, paternal height,Height measurement, primary father"
102,Maternal alcohol intake,,"Pregnancy, delivery and birth",,,,"Maternal pre-pregnancy alcohol intake (any),Maternal pre-pregnancy alcohol intake (units),Maternal alcohol intake in pregnancy (any),Maternal alcohol intake in pregnancy (units),Any alcohol intake in 1. trimester,Any alcohol intake in 2. trimester,Any alcohol intake in 3. trimester"
103,Folic acids supplementation,,"Pregnancy, delivery and birth",,,,"Folic acids before conception,Folic acids >12 weeks.,Folic acids 0-12 weeks"
48,"Income, possessions, and benefits",,Socio-demographic and economic characteristics,,Income,,"Information about past and current income, possessions, and benefits from work (e.g. income before tax, health insurance coverage, home ownership)."
14,Paternal weight,,Physical and cognitive measure and biosample-related information,,,,"Paternal weight, primary father,Father type, weight_f1_fath,Paternal weight measurement"
